,airport1,start_lat,start_lon,airport2,end_lat,end_lon,airline
9066,Shannon,-8.924817,52.701978000000004,Lanzarote,-13.605225,28.945464,Ryanair
9067,Shannon,-8.924817,52.701978000000004,Malaga,-4.499105999999999,36.6749,Ryanair
9068,Shannon,-8.924817,52.701978000000004,Alicante,-0.558156,38.282169,Ryanair
9069,Shannon,-8.924817,52.701978000000004,Tille,2.112778,49.454444,Ryanair
9070,Shannon,-8.924817,52.701978000000004,Faro,-7.965911,37.014425,Ryanair
9071,Shannon,-8.924817,52.701978000000004,Allgau,10.2395,47.988758000000004,Ryanair
9072,Shannon,-8.924817,52.701978000000004,Fuerteventura,-13.863760999999998,28.452717,Ryanair
9073,Shannon,-8.924817,52.701978000000004,Balice,19.784836,50.077731,Ryanair
9074,Shannon,-8.924817,52.701978000000004,Gatwick,-0.190278,51.148056,Ryanair
9075,Shannon,-8.924817,52.701978000000004,Liverpool,-2.8497220000000003,53.333611,Ryanair
9076,Shannon,-8.924817,52.701978000000004,Cote D\\'Azur,7.215872,43.658411,Ryanair
9077,Shannon,-8.924817,52.701978000000004,Biard,0.306666,46.587745,Ryanair
9078,Shannon,-8.924817,52.701978000000004,Son Sant Joan,2.727778,39.55361,Ryanair
9079,Shannon,-8.924817,52.701978000000004,Stansted,0.235,51.885,Ryanair
9080,Shannon,-8.924817,52.701978000000004,Schonefeld,13.5225,52.380001,Ryanair
9081,Shannon,-8.924817,52.701978000000004,Tenerife Sur,-16.572489,28.044475,Ryanair
9082,Shannon,-8.924817,52.701978000000004,Warsaw Modlin,20.651667,52.451111,Ryanair
9083,Shannon,-8.924817,52.701978000000004,Strachowice,16.885835999999998,51.102683,Ryanair
9084,Stansted,0.235,51.885,Aarhus,10.619008000000001,56.300017000000004,Ryanair
9085,Stansted,0.235,51.885,Lanzarote,-13.605225,28.945464,Ryanair
9086,Stansted,0.235,51.885,Malaga,-4.499105999999999,36.6749,Ryanair
9087,Stansted,0.235,51.885,Alghero,8.290772,40.632133,Ryanair
9088,Stansted,0.235,51.885,Alicante,-0.558156,38.282169,Ryanair
9089,Stansted,0.235,51.885,Falconara,13.362222000000001,43.616389,Ryanair
9090,Stansted,0.235,51.885,Eleftherios Venizelos Intl,23.944467000000003,37.936358,Ryanair
9091,Stansted,0.235,51.885,Barcelona,2.078464,41.297078000000006,Ryanair
9092,Stansted,0.235,51.885,Casale,17.947032999999998,40.657633000000004,Ryanair
9093,Stansted,0.235,51.885,Bergamo Orio Al Serio,9.704166,45.673889,Ryanair
9094,Stansted,0.235,51.885,Anglet,-1.523325,43.468419,Ryanair
9095,Stansted,0.235,51.885,Billund,9.151778,55.740322,Ryanair
9096,Stansted,0.235,51.885,Bologna,11.288667,44.535444,Ryanair
9097,Stansted,0.235,51.885,Merignac,-0.7155560000000001,44.828334999999996,Ryanair
9098,Stansted,0.235,51.885,Neuenland,8.786667,53.0475,Ryanair
9099,Stansted,0.235,51.885,Bari,16.760594,41.138856,Ryanair
9100,Stansted,0.235,51.885,Turany,16.694433,49.151269,Ryanair
9101,Stansted,0.235,51.885,EuroAirport Basel-Mulhouse-Freiburg,7.529167,47.59,Ryanair
9102,Stansted,0.235,51.885,M R Stefanik,17.212667,48.170167,Ryanair
9103,Stansted,0.235,51.885,Ferihegy,19.255592,47.436933,Ryanair
9104,Stansted,0.235,51.885,La Roche,1.4691670000000001,45.150833,Ryanair
9105,Stansted,0.235,51.885,Bydgoszcz Ignacy Jan Paderewski Airport,17.9777,53.0968,Ryanair
9106,Stansted,0.235,51.885,Salvaza,2.306317,43.215978,Ryanair
9107,Stansted,0.235,51.885,Ioannis Kapodistrias Intl,19.911667,39.601944,Ryanair
9108,Stansted,0.235,51.885,Souda,24.149678,35.531746999999996,Ryanair
9109,Stansted,0.235,51.885,Ciampino,12.594936,41.799361,Ryanair
9110,Stansted,0.235,51.885,Comiso,14.6144,37.0,Ryanair
9111,Stansted,0.235,51.885,Pleurtuit,-2.079958,48.587683,Ryanair
9112,Stansted,0.235,51.885,Dortmund,7.612242,51.518314000000004,Ryanair
9113,Stansted,0.235,51.885,Dublin,-6.270075,53.421333,Ryanair
9114,Stansted,0.235,51.885,Kefallinia,20.500481,38.120069,Ryanair
9115,Stansted,0.235,51.885,Roumaniere,0.5186109999999999,44.825278999999995,Ryanair
9116,Stansted,0.235,51.885,Eindhoven,5.374528,51.450139,Ryanair
9117,Stansted,0.235,51.885,Faro,-7.965911,37.014425,Ryanair
9118,Stansted,0.235,51.885,Saiss,-4.977958,33.927261,Ryanair
9119,Stansted,0.235,51.885,Baden Airpark,8.08048,48.7793,Ryanair
9120,Stansted,0.235,51.885,Allgau,10.2395,47.988758000000004,Ryanair
9121,Stansted,0.235,51.885,Fuerteventura,-13.863760999999998,28.452717,Ryanair
9122,Stansted,0.235,51.885,Lech Walesa,18.466222,54.377568999999994,Ryanair
9123,Stansted,0.235,51.885,Genova Sestri,8.8375,44.413333,Ryanair
9124,Stansted,0.235,51.885,Girona,2.7605470000000003,41.900969,Ryanair
9125,Stansted,0.235,51.885,Save,11.870372,57.774722,Ryanair
9126,Stansted,0.235,51.885,Karmoy,5.2083639999999995,59.34526700000001,Ryanair
9127,Stansted,0.235,51.885,Frankfurt Hahn,7.263892,49.948671999999995,Ryanair
9128,Stansted,0.235,51.885,Ibiza,1.373117,38.872858,Ryanair
9129,Stansted,0.235,51.885,Kos,27.091666999999998,36.793335,Ryanair
9130,Stansted,0.235,51.885,Kerry,-9.523783,52.180878,Ryanair
9131,Stansted,0.235,51.885,Balice,19.784836,50.077731,Ryanair
9132,Stansted,0.235,51.885,Pyrzowice,19.080019,50.474253000000004,Ryanair
9133,Stansted,0.235,51.885,Kaunas Intl,24.084778,54.963919,Ryanair
9134,Stansted,0.235,51.885,Lourdes,-0.006439,43.178675,Ryanair
9135,Stansted,0.235,51.885,City of Derry,-7.161111,55.042778000000006,Ryanair
9136,Stansted,0.235,51.885,Almeria,-2.370097,36.843936,Ryanair
9137,Stansted,0.235,51.885,Leipzig Halle,12.241633,51.432446999999996,Ryanair
9138,Stansted,0.235,51.885,Bellegarde,1.1794440000000002,45.862778000000006,Ryanair
9139,Stansted,0.235,51.885,Lisboa,-9.135919,38.781310999999995,Ryanair
9140,Stansted,0.235,51.885,Linz,14.187510999999999,48.233219,Ryanair
9141,Stansted,0.235,51.885,Gran Canaria,-15.386586,27.931886,Ryanair
9142,Stansted,0.235,51.885,La Rochelle-Ile de Re,-1.19528,46.1792,Ryanair
9143,Stansted,0.235,51.885,Lublin,22.714083,51.239333,Ryanair
9144,Stansted,0.235,51.885,Barajas,-3.566764,40.493556,Ryanair
9145,Stansted,0.235,51.885,Murcia San Javier,-0.812389,37.774972,Ryanair
9146,Stansted,0.235,51.885,Luqa,14.4775,35.857496999999995,Ryanair
9147,Stansted,0.235,51.885,Sturup,13.371639000000002,55.530193000000004,Ryanair
9148,Stansted,0.235,51.885,Provence,5.213611,43.435555,Ryanair
9149,Stansted,0.235,51.885,Ireland West Knock,-8.818491999999999,53.910297,Ryanair
9150,Stansted,0.235,51.885,Niederrhein,6.1419440000000005,51.602222,Ryanair
9151,Stansted,0.235,51.885,Nurnberg,11.066897,49.4987,Ryanair
9152,Stansted,0.235,51.885,Skavsta,16.912189,58.788636,Ryanair
9153,Stansted,0.235,51.885,Porto,-8.681389,41.248055,Ryanair
9154,Stansted,0.235,51.885,Cork,-8.491111,51.841269,Ryanair
9155,Stansted,0.235,51.885,Osijek,18.810156,45.462666999999996,Ryanair
9156,Stansted,0.235,51.885,Mosnov,18.111053,49.696292,Ryanair
9157,Stansted,0.235,51.885,Henri Coanda,26.102178,44.572161,Ryanair
9158,Stansted,0.235,51.885,Plovdiv,24.850832999999998,42.067806,Ryanair
9159,Stansted,0.235,51.885,Perugia,12.513222,43.095906,Ryanair
9160,Stansted,0.235,51.885,Pafos Intl,32.485731,34.718039000000005,Ryanair
9161,Stansted,0.235,51.885,Rivesaltes,2.8706669999999996,42.740442,Ryanair
9162,Stansted,0.235,51.885,Biard,0.306666,46.587745,Ryanair
9163,Stansted,0.235,51.885,Parma,10.296367,44.824483,Ryanair
9164,Stansted,0.235,51.885,Son Sant Joan,2.727778,39.55361,Ryanair
9165,Stansted,0.235,51.885,Palermo,13.091019000000001,38.175958,Ryanair
9166,Stansted,0.235,51.885,Lawica,16.826325,52.421031,Ryanair
9167,Stansted,0.235,51.885,Ruzyne,14.26,50.100833,Ryanair
9168,Stansted,0.235,51.885,Pisa,10.39275,43.683917,Ryanair
9169,Stansted,0.235,51.885,Pescara,14.181067,42.431656,Ryanair
9170,Stansted,0.235,51.885,Pula,13.922192,44.893533000000005,Ryanair
9171,Stansted,0.235,51.885,Menara,-8.0363,31.606886,Ryanair
9172,Stansted,0.235,51.885,Sale,-6.751519,34.051466999999995,Ryanair
9173,Stansted,0.235,51.885,Marcillac,2.482672,44.407869,Ryanair
9174,Stansted,0.235,51.885,Reus,1.1671719999999999,41.147391999999996,Ryanair
9175,Stansted,0.235,51.885,Rhodes Diagoras,28.086191999999997,36.405419,Ryanair
9176,Stansted,0.235,51.885,Riga Intl,23.971110999999997,56.923611,Ryanair
9177,Stansted,0.235,51.885,Moss,10.785389,59.378932999999996,Ryanair
9178,Stansted,0.235,51.885,Jasionka,22.019000000000002,50.109958,Ryanair
9179,Stansted,0.235,51.885,Santiago,-8.415144,42.896333,Ryanair
9180,Stansted,0.235,51.885,Santander,-3.820006,43.427064,Ryanair
9181,Stansted,0.235,51.885,Skelleftea,21.076892,64.624772,Ryanair
9182,Stansted,0.235,51.885,Makedonia,22.97095,40.519725,Ryanair
9183,Stansted,0.235,51.885,Shannon,-8.924817,52.701978000000004,Ryanair
9184,Stansted,0.235,51.885,Lamezia Terme,16.242269,38.905394,Ryanair
9185,Stansted,0.235,51.885,Sevilla,-5.8931059999999995,37.418,Ryanair
9186,Stansted,0.235,51.885,Entzheim,7.628233,48.538319,Ryanair
9187,Stansted,0.235,51.885,Schonefeld,13.5225,52.380001,Ryanair
9188,Stansted,0.235,51.885,Salzburg,13.004333,47.793304,Ryanair
9189,Stansted,0.235,51.885,Goleniow,14.902206,53.584731000000005,Ryanair
9190,Stansted,0.235,51.885,Tenerife Sur,-16.572489,28.044475,Ryanair
9191,Stansted,0.235,51.885,Podgorica,19.251894,42.359392,Ryanair
9192,Stansted,0.235,51.885,Tallinn,24.832844,59.413317000000006,Ryanair
9193,Stansted,0.235,51.885,Le Palyvestre,6.1460300000000005,43.0973,Ryanair
9194,Stansted,0.235,51.885,Tampere Pirkkala,23.604392,61.414147,Ryanair
9195,Stansted,0.235,51.885,Torp,10.258628,59.186703,Ryanair
9196,Stansted,0.235,51.885,Torino,7.649630999999999,45.200761,Ryanair
9197,Stansted,0.235,51.885,Ronchi Dei Legionari,13.472222,45.8275,Ryanair
9198,Stansted,0.235,51.885,Treviso,12.194422,45.6484,Ryanair
9199,Stansted,0.235,51.885,Val De Loire,0.7276060000000001,47.432221999999996,Ryanair
9200,Stansted,0.235,51.885,Valencia,-0.481625,39.489314,Ryanair
9201,Stansted,0.235,51.885,Vilnius Intl,25.285767,54.634133,Ryanair
9202,Stansted,0.235,51.885,Vasteras,16.633611,59.58944399999999,Ryanair
9203,Stansted,0.235,51.885,Warsaw Modlin,20.651667,52.451111,Ryanair
9204,Stansted,0.235,51.885,Strachowice,16.885835999999998,51.102683,Ryanair
9205,Stansted,0.235,51.885,Jerez,-6.060111,36.744622,Ryanair
9206,Stansted,0.235,51.885,Zadar,15.346697,44.108269,Ryanair
9207,Stansted,0.235,51.885,Zaragoza Ab,-1.0415530000000002,41.666242,Ryanair
9208,Lamezia Terme,16.242269,38.905394,Bergamo Orio Al Serio,9.704166,45.673889,Ryanair
9209,Lamezia Terme,16.242269,38.905394,Bologna,11.288667,44.535444,Ryanair
9210,Lamezia Terme,16.242269,38.905394,Brussels South,4.453817,50.459196999999996,Ryanair
9211,Lamezia Terme,16.242269,38.905394,Fiumicino,12.250797,41.804475,Ryanair
9212,Lamezia Terme,16.242269,38.905394,Frankfurt Hahn,7.263892,49.948671999999995,Ryanair
9213,Lamezia Terme,16.242269,38.905394,Niederrhein,6.1419440000000005,51.602222,Ryanair
9214,Lamezia Terme,16.242269,38.905394,Pisa,10.39275,43.683917,Ryanair
9215,Lamezia Terme,16.242269,38.905394,Stansted,0.235,51.885,Ryanair
9216,Lamezia Terme,16.242269,38.905394,Treviso,12.194422,45.6484,Ryanair
9217,Sevilla,-5.8931059999999995,37.418,Lanzarote,-13.605225,28.945464,Ryanair
9218,Sevilla,-5.8931059999999995,37.418,Barcelona,2.078464,41.297078000000006,Ryanair
9219,Sevilla,-5.8931059999999995,37.418,Bergamo Orio Al Serio,9.704166,45.673889,Ryanair
9220,Sevilla,-5.8931059999999995,37.418,Bologna,11.288667,44.535444,Ryanair
9221,Sevilla,-5.8931059999999995,37.418,Merignac,-0.7155560000000001,44.828334999999996,Ryanair
9222,Sevilla,-5.8931059999999995,37.418,Bari,16.760594,41.138856,Ryanair
9223,Sevilla,-5.8931059999999995,37.418,Tille,2.112778,49.454444,Ryanair
9224,Sevilla,-5.8931059999999995,37.418,Ciampino,12.594936,41.799361,Ryanair
9225,Sevilla,-5.8931059999999995,37.418,Brussels South,4.453817,50.459196999999996,Ryanair
9226,Sevilla,-5.8931059999999995,37.418,Dublin,-6.270075,53.421333,Ryanair
9227,Sevilla,-5.8931059999999995,37.418,Eindhoven,5.374528,51.450139,Ryanair
9228,Sevilla,-5.8931059999999995,37.418,Gatwick,-0.190278,51.148056,Ryanair
9229,Sevilla,-5.8931059999999995,37.418,Gran Canaria,-15.386586,27.931886,Ryanair
9230,Sevilla,-5.8931059999999995,37.418,Provence,5.213611,43.435555,Ryanair
9231,Sevilla,-5.8931059999999995,37.418,Son Sant Joan,2.727778,39.55361,Ryanair
9232,Sevilla,-5.8931059999999995,37.418,Palermo,13.091019000000001,38.175958,Ryanair
9233,Sevilla,-5.8931059999999995,37.418,Pisa,10.39275,43.683917,Ryanair
9234,Sevilla,-5.8931059999999995,37.418,Menara,-8.0363,31.606886,Ryanair
9235,Sevilla,-5.8931059999999995,37.418,Santiago,-8.415144,42.896333,Ryanair
9236,Sevilla,-5.8931059999999995,37.418,Santander,-3.820006,43.427064,Ryanair
9237,Sevilla,-5.8931059999999995,37.418,Stansted,0.235,51.885,Ryanair
9238,Sevilla,-5.8931059999999995,37.418,Tenerife Sur,-16.572489,28.044475,Ryanair
9239,Entzheim,7.628233,48.538319,Porto,-8.681389,41.248055,Ryanair
9240,Entzheim,7.628233,48.538319,Stansted,0.235,51.885,Ryanair
9241,Schonefeld,13.5225,52.380001,Bergamo Orio Al Serio,9.704166,45.673889,Ryanair
9242,Schonefeld,13.5225,52.380001,Dublin,-6.270075,53.421333,Ryanair
9243,Schonefeld,13.5225,52.380001,Nottingham East Midlands,-1.328056,52.831111,Ryanair
9244,Schonefeld,13.5225,52.380001,Moss,10.785389,59.378932999999996,Ryanair
9245,Schonefeld,13.5225,52.380001,Shannon,-8.924817,52.701978000000004,Ryanair
9246,Schonefeld,13.5225,52.380001,Stansted,0.235,51.885,Ryanair
9247,Salzburg,13.004333,47.793304,Stansted,0.235,51.885,Ryanair
9248,Goleniow,14.902206,53.584731000000005,Dublin,-6.270075,53.421333,Ryanair
9249,Goleniow,14.902206,53.584731000000005,Liverpool,-2.8497220000000003,53.333611,Ryanair
9250,Goleniow,14.902206,53.584731000000005,Stansted,0.235,51.885,Ryanair
9251,Tenerife Norte,-16.341535999999998,28.482653000000003,Barcelona,2.078464,41.297078000000006,Ryanair
9252,Tenerife Norte,-16.341535999999998,28.482653000000003,Barajas,-3.566764,40.493556,Ryanair
9253,Tenerife Sur,-16.572489,28.044475,Barcelona,2.078464,41.297078000000006,Ryanair
9254,Tenerife Sur,-16.572489,28.044475,Bergamo Orio Al Serio,9.704166,45.673889,Ryanair
9255,Tenerife Sur,-16.572489,28.044475,Birmingham,-1.748028,52.45385600000001,Ryanair
9256,Tenerife Sur,-16.572489,28.044475,Billund,9.151778,55.740322,Ryanair
9257,Tenerife Sur,-16.572489,28.044475,Bologna,11.288667,44.535444,Ryanair
9258,Tenerife Sur,-16.572489,28.044475,Bournemouth,-1.8425,50.78,Ryanair
9259,Tenerife Sur,-16.572489,28.044475,Neuenland,8.786667,53.0475,Ryanair
9260,Tenerife Sur,-16.572489,28.044475,Bristol,-2.719089,51.382669,Ryanair
9261,Tenerife Sur,-16.572489,28.044475,Tille,2.112778,49.454444,Ryanair
9262,Tenerife Sur,-16.572489,28.044475,Koln Bonn,7.142744,50.865916999999996,Ryanair
9263,Tenerife Sur,-16.572489,28.044475,Brussels South,4.453817,50.459196999999996,Ryanair
9264,Tenerife Sur,-16.572489,28.044475,Dublin,-6.270075,53.421333,Ryanair
9265,Tenerife Sur,-16.572489,28.044475,Edinburgh,-3.3725,55.95,Ryanair
9266,Tenerife Sur,-16.572489,28.044475,Nottingham East Midlands,-1.328056,52.831111,Ryanair
9267,Tenerife Sur,-16.572489,28.044475,Baden Airpark,8.08048,48.7793,Ryanair
9268,Tenerife Sur,-16.572489,28.044475,Allgau,10.2395,47.988758000000004,Ryanair
9269,Tenerife Sur,-16.572489,28.044475,Frankfurt Hahn,7.263892,49.948671999999995,Ryanair
9270,Tenerife Sur,-16.572489,28.044475,Leeds Bradford,-1.660569,53.865897,Ryanair
9271,Tenerife Sur,-16.572489,28.044475,Liverpool,-2.8497220000000003,53.333611,Ryanair
9272,Tenerife Sur,-16.572489,28.044475,Luton,-0.36833299999999997,51.874722,Ryanair
9273,Tenerife Sur,-16.572489,28.044475,Barajas,-3.566764,40.493556,Ryanair
9274,Tenerife Sur,-16.572489,28.044475,Manchester,-2.27495,53.35374399999999,Ryanair
9275,Tenerife Sur,-16.572489,28.044475,Maastricht,5.770144,50.911658,Ryanair
9276,Tenerife Sur,-16.572489,28.044475,Ireland West Knock,-8.818491999999999,53.910297,Ryanair
9277,Tenerife Sur,-16.572489,28.044475,Niederrhein,6.1419440000000005,51.602222,Ryanair
9278,Tenerife Sur,-16.572489,28.044475,Porto,-8.681389,41.248055,Ryanair
9279,Tenerife Sur,-16.572489,28.044475,Cork,-8.491111,51.841269,Ryanair
9280,Tenerife Sur,-16.572489,28.044475,Prestwick,-4.586666999999999,55.509443999999995,Ryanair
9281,Tenerife Sur,-16.572489,28.044475,Pisa,10.39275,43.683917,Ryanair
9282,Tenerife Sur,-16.572489,28.044475,Santiago,-8.415144,42.896333,Ryanair
9283,Tenerife Sur,-16.572489,28.044475,Santander,-3.820006,43.427064,Ryanair
9284,Tenerife Sur,-16.572489,28.044475,Shannon,-8.924817,52.701978000000004,Ryanair
9285,Tenerife Sur,-16.572489,28.044475,Stansted,0.235,51.885,Ryanair
9286,Tenerife Sur,-16.572489,28.044475,Sevilla,-5.8931059999999995,37.418,Ryanair
9287,Tenerife Sur,-16.572489,28.044475,Valencia,-0.481625,39.489314,Ryanair
9288,Podgorica,19.251894,42.359392,Brussels South,4.453817,50.459196999999996,Ryanair
9289,Podgorica,19.251894,42.359392,Stansted,0.235,51.885,Ryanair
9290,Tallinn,24.832844,59.413317000000006,Bergamo Orio Al Serio,9.704166,45.673889,Ryanair
9291,Tallinn,24.832844,59.413317000000006,Neuenland,8.786667,53.0475,Ryanair
9292,Tallinn,24.832844,59.413317000000006,Girona,2.7605470000000003,41.900969,Ryanair
9293,Tallinn,24.832844,59.413317000000006,Manchester,-2.27495,53.35374399999999,Ryanair
9294,Tallinn,24.832844,59.413317000000006,Moss,10.785389,59.378932999999996,Ryanair
9295,Tallinn,24.832844,59.413317000000006,Stansted,0.235,51.885,Ryanair
9296,Le Palyvestre,6.1460300000000005,43.0973,Stansted,0.235,51.885,Ryanair
9297,Tampere Pirkkala,23.604392,61.414147,Malaga,-4.499105999999999,36.6749,Ryanair
9298,Tampere Pirkkala,23.604392,61.414147,Alicante,-0.558156,38.282169,Ryanair
9299,Tampere Pirkkala,23.604392,61.414147,Bergamo Orio Al Serio,9.704166,45.673889,Ryanair
9300,Tampere Pirkkala,23.604392,61.414147,Neuenland,8.786667,53.0475,Ryanair
9301,Tampere Pirkkala,23.604392,61.414147,Ferihegy,19.255592,47.436933,Ryanair
9302,Tampere Pirkkala,23.604392,61.414147,Girona,2.7605470000000003,41.900969,Ryanair
9303,Tampere Pirkkala,23.604392,61.414147,Frankfurt Hahn,7.263892,49.948671999999995,Ryanair
9304,Tampere Pirkkala,23.604392,61.414147,Stansted,0.235,51.885,Ryanair
9305,Ibn Batouta,-5.916889,35.726917,Tille,2.112778,49.454444,Ryanair
9306,Ibn Batouta,-5.916889,35.726917,Brussels South,4.453817,50.459196999999996,Ryanair
9307,Ibn Batouta,-5.916889,35.726917,Barajas,-3.566764,40.493556,Ryanair
9308,Ibn Batouta,-5.916889,35.726917,Provence,5.213611,43.435555,Ryanair
9309,Trapani Birgi,12.487961,37.911403,Falconara,13.362222000000001,43.616389,Ryanair
9310,Trapani Birgi,12.487961,37.911403,Bergamo Orio Al Serio,9.704166,45.673889,Ryanair
9311,Trapani Birgi,12.487961,37.911403,Bologna,11.288667,44.535444,Ryanair
9312,Trapani Birgi,12.487961,37.911403,M R Stefanik,17.212667,48.170167,Ryanair
9313,Trapani Birgi,12.487961,37.911403,Tille,2.112778,49.454444,Ryanair
9314,Trapani Birgi,12.487961,37.911403,Elmas,9.054283,39.251469,Ryanair
9315,Trapani Birgi,12.487961,37.911403,Ciampino,12.594936,41.799361,Ryanair
9316,Trapani Birgi,12.487961,37.911403,Brussels South,4.453817,50.459196999999996,Ryanair
9317,Trapani Birgi,12.487961,37.911403,Levaldigi,7.6232169999999995,44.547019,Ryanair
9318,Trapani Birgi,12.487961,37.911403,Eindhoven,5.374528,51.450139,Ryanair
9319,Trapani Birgi,12.487961,37.911403,Baden Airpark,8.08048,48.7793,Ryanair
9320,Trapani Birgi,12.487961,37.911403,Allgau,10.2395,47.988758000000004,Ryanair
9321,Trapani Birgi,12.487961,37.911403,Genova Sestri,8.8375,44.413333,Ryanair
9322,Trapani Birgi,12.487961,37.911403,Girona,2.7605470000000003,41.900969,Ryanair
9323,Trapani Birgi,12.487961,37.911403,Frankfurt Hahn,7.263892,49.948671999999995,Ryanair
9324,Trapani Birgi,12.487961,37.911403,Balice,19.784836,50.077731,Ryanair
9325,Trapani Birgi,12.487961,37.911403,Kaunas Intl,24.084778,54.963919,Ryanair
9326,Trapani Birgi,12.487961,37.911403,Manchester,-2.27495,53.35374399999999,Ryanair
9327,Trapani Birgi,12.487961,37.911403,Luqa,14.4775,35.857496999999995,Ryanair
9328,Trapani Birgi,12.487961,37.911403,Maastricht,5.770144,50.911658,Ryanair
9329,Trapani Birgi,12.487961,37.911403,Perugia,12.513222,43.095906,Ryanair
9330,Trapani Birgi,12.487961,37.911403,Parma,10.296367,44.824483,Ryanair
9331,Trapani Birgi,12.487961,37.911403,Pisa,10.39275,43.683917,Ryanair
9332,Trapani Birgi,12.487961,37.911403,Torino,7.649630999999999,45.200761,Ryanair
9333,Trapani Birgi,12.487961,37.911403,Ronchi Dei Legionari,13.472222,45.8275,Ryanair
9334,Trapani Birgi,12.487961,37.911403,Treviso,12.194422,45.6484,Ryanair
9335,Trapani Birgi,12.487961,37.911403,Warsaw Modlin,20.651667,52.451111,Ryanair
9336,Torp,10.258628,59.186703,Malaga,-4.499105999999999,36.6749,Ryanair
9337,Torp,10.258628,59.186703,Alghero,8.290772,40.632133,Ryanair
9338,Torp,10.258628,59.186703,Alicante,-0.558156,38.282169,Ryanair
9339,Torp,10.258628,59.186703,Liverpool,-2.8497220000000003,53.333611,Ryanair
9340,Torp,10.258628,59.186703,Pisa,10.39275,43.683917,Ryanair
9341,Torp,10.258628,59.186703,Stansted,0.235,51.885,Ryanair
9342,Torino,7.649630999999999,45.200761,Barcelona,2.078464,41.297078000000006,Ryanair
9343,Torino,7.649630999999999,45.200761,Casale,17.947032999999998,40.657633000000004,Ryanair
9344,Torino,7.649630999999999,45.200761,Bari,16.760594,41.138856,Ryanair
9345,Torino,7.649630999999999,45.200761,Brussels South,4.453817,50.459196999999996,Ryanair
9346,Torino,7.649630999999999,45.200761,Catania Fontanarossa,15.0664,37.466781,Ryanair
9347,Torino,7.649630999999999,45.200761,Luqa,14.4775,35.857496999999995,Ryanair
9348,Torino,7.649630999999999,45.200761,Stansted,0.235,51.885,Ryanair
9349,Torino,7.649630999999999,45.200761,Trapani Birgi,12.487961,37.911403,Ryanair
9350,Ronchi Dei Legionari,13.472222,45.8275,Alghero,8.290772,40.632133,Ryanair
9351,Ronchi Dei Legionari,13.472222,45.8275,Bari,16.760594,41.138856,Ryanair
9352,Ronchi Dei Legionari,13.472222,45.8275,Tille,2.112778,49.454444,Ryanair
9353,Ronchi Dei Legionari,13.472222,45.8275,Brussels South,4.453817,50.459196999999996,Ryanair
9354,Ronchi Dei Legionari,13.472222,45.8275,Stansted,0.235,51.885,Ryanair
9355,Ronchi Dei Legionari,13.472222,45.8275,Trapani Birgi,12.487961,37.911403,Ryanair
9356,Ronchi Dei Legionari,13.472222,45.8275,Valencia,-0.481625,39.489314,Ryanair
9357,Treviso,12.194422,45.6484,Malaga,-4.499105999999999,36.6749,Ryanair
9358,Treviso,12.194422,45.6484,Alghero,8.290772,40.632133,Ryanair
9359,Treviso,12.194422,45.6484,Barcelona,2.078464,41.297078000000006,Ryanair
9360,Treviso,12.194422,45.6484,Casale,17.947032999999998,40.657633000000004,Ryanair
9361,Treviso,12.194422,45.6484,Billund,9.151778,55.740322,Ryanair
9362,Treviso,12.194422,45.6484,Neuenland,8.786667,53.0475,Ryanair
9363,Treviso,12.194422,45.6484,Bari,16.760594,41.138856,Ryanair
9364,Treviso,12.194422,45.6484,Bristol,-2.719089,51.382669,Ryanair
9365,Treviso,12.194422,45.6484,Brussels Natl,4.484444,50.901389,Ryanair
9366,Treviso,12.194422,45.6484,Ferihegy,19.255592,47.436933,Ryanair
9367,Treviso,12.194422,45.6484,Tille,2.112778,49.454444,Ryanair
9368,Treviso,12.194422,45.6484,Elmas,9.054283,39.251469,Ryanair
9369,Treviso,12.194422,45.6484,Souda,24.149678,35.531746999999996,Ryanair
9370,Treviso,12.194422,45.6484,Brussels South,4.453817,50.459196999999996,Ryanair
9371,Treviso,12.194422,45.6484,Catania Fontanarossa,15.0664,37.466781,Ryanair
9372,Treviso,12.194422,45.6484,Dublin,-6.270075,53.421333,Ryanair
9373,Treviso,12.194422,45.6484,Eindhoven,5.374528,51.450139,Ryanair
9374,Treviso,12.194422,45.6484,Nottingham East Midlands,-1.328056,52.831111,Ryanair
9375,Treviso,12.194422,45.6484,Frankfurt Hahn,7.263892,49.948671999999995,Ryanair
9376,Treviso,12.194422,45.6484,Leeds Bradford,-1.660569,53.865897,Ryanair
9377,Treviso,12.194422,45.6484,Luqa,14.4775,35.857496999999995,Ryanair
9378,Treviso,12.194422,45.6484,Niederrhein,6.1419440000000005,51.602222,Ryanair
9379,Treviso,12.194422,45.6484,Skavsta,16.912189,58.788636,Ryanair
9380,Treviso,12.194422,45.6484,Palermo,13.091019000000001,38.175958,Ryanair
9381,Treviso,12.194422,45.6484,Moss,10.785389,59.378932999999996,Ryanair
9382,Treviso,12.194422,45.6484,Stansted,0.235,51.885,Ryanair
9383,Treviso,12.194422,45.6484,Lamezia Terme,16.242269,38.905394,Ryanair
9384,Treviso,12.194422,45.6484,Trapani Birgi,12.487961,37.911403,Ryanair
9385,Treviso,12.194422,45.6484,Valencia,-0.481625,39.489314,Ryanair
9386,Val De Loire,0.7276060000000001,47.432221999999996,Dublin,-6.270075,53.421333,Ryanair
9387,Val De Loire,0.7276060000000001,47.432221999999996,Provence,5.213611,43.435555,Ryanair
